Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
518608,B000EM2PH0,A23P5BO1UGNIRR,bunnybutt,0,1,5,1313625600,Oh. Thank Goodness!!!,"i came to discover the wonders of tomato soup somewhat late in life, but became fixated. I was very sad when Costco's Kirkland brand stopped selling their tomato soup, which i just loved. I learned it was actually made by the Campbell's Company, but the ingredients appeared to be specially mixed for Costco, and I've found no equivalent in other Campbell's many tomato soup offerings, which don't taste so good. I don't know why Kirkland's canned tomato soup disappeared from my Costco, but it has now been a long, sad, taste journey for me, through many many cans of brands and tubs of specialty-type tomato soups. I was a bit leary of the Wolfgang Puck label, because I tried one soup variety previously, and found it extremely salty.  However, this was on sale, and i had not found a reasonable tomato soup substitute.<br /><br />so, WOW.  i'm so relieved i found this soup. It's delish and rich. The consistency is great (smooth, but with texture) and you can really taste the blend of cream and butter that really complements the tomato to make the overall flavor soooo delicious--almost cheesy (my son asked if I had added parmesan).  it's also a great plus that the ingredients are simple and clean (and organic). I heartily recommend this soup. i certainly will be ordering it from now on using subscribe and save.  Great job, Mr. Puck."
305465,B0010UOGWM,A3NK1OLP37HOU2,NH People,1,1,5,1323475200,Fabulous,"This is fabulous. Heard about it on Sean Hannity and wanted to try it. My wife bought it for me as an early Christmas present. The set up and operation is super simple. To me the taste is excellent because it is so fresh. I like Polar sodas and those work out to about $.98 a liter. This does $.67 a liter. The diet cola does not have the classic metal taste and no aspartame. If you love diet soda you will love this. If you don't, you will leave a poor review. I thought it would taste like a cheap store brand diet cola, and it is so much better than that. It reminded me of Coke Classic."
482493,B004BR678W,A1E3WGK9TUDVLR,Gypsy's Mom,1,1,5,1301529600,YUMMMMMMM,Just as wonderful as I remembered them to be!  With 7 lbs. I guess I'm set for another few years!!  Thanks!
131358,B000FDN7AM,A118QAMJ1RDLXT,J. Garcia,0,0,5,1350864000,Consistently tasty,"It may be an acquired taste, but if you like canned octopus and you know how to prepare it, Vigo won't disappoint you."
468359,B0043DUZGE,A22BGI38W7Q9X9,PracticalWaysToSaveMoney,3,4,5,1347235200,Chia Seeds Are Very Healthy - Cautions for Men though,"WARNING: While Chia seeds are known to have many health benefits, some studies show that chia, like flax seed, can cause prostate problems with men. My husband has seen the bad side affects of flax seed (swollen prostate), but none from chia yet. Some studies suggest not just swelling, but cancer is a risk for men. I'm not fully convinced chia seeds can cause prostate cancer (in the quantity we eat them) but this is something you may want to consider if you're a man or cooking for a man. I'm doing more and more research on it and will update here if I find out more.<br /><br />Chia seeds are considered to be very healthy and can be added to just about any foods & recipes (tastes a little like nutty cracked pepper). I usually buy Spectrum and Nutiva brand but I also trust Bob's Red Mill. They all offer quality products. I have never got a ""bad"" or rancid batch of chia seeds from any of these companies and have purchased from all of them for many years. I've purchased Bob's and Spectrum chia locally and Nutiva chia here on Amazon.com. If you can't get Bob's Red Mill locally I would recommend you go through Amazon since I use Amazon for hundreds of purchases and customer service is always great.<br /><br />The price of Chia Seeds has gone up as much as 300% (most brands) in the last 18 months due to popularity and is expected to rise even more very soon. This Spectrum 12 oz bag seems to be the lowest price I've seen on Amazon lately. Personally I'm going to stock up since the prices are going so high so fast. If you want to eat chia daily I advise others do the same if you can afford to. Waiting will most likely just mean you'll pay more later. They can be frozen for long term storage, or vacuum sealed.<br /><br />I add chia seeds to my husbands meat dishes to give him the added nutrients and antioxidants he does not get otherwise.<br />I add chia to just about all foods I eat, just a little in everything. I sprinkle them over Salads and Veggies like cracked pepper.<br /><br />I've added Chia Seeds to the following recipes/foods with great results:<br />Oatmeal<br />Meat Loaf & Meatballs (regular meat or tofu)<br />Sauces & Gravies<br />Baked Cakes, Cookies, Muffins, Pastries<br />Ice Creams, Sherbets, Sorbets<br />Smoothies<br />Soups<br />Scrambled Eggs & Omelets<br />Bread Crumbs<br /><br />Use just a little and you can barely taste them (good for a start).<br />Use a bit more and it will have a nutty peppery flavor.<br />For example, I have to mix at least 1/2 cup of Chia seeds per 7 pounds of ground meat before my husband will even begin to taste it.<br />Keep in mind the idea of eating Chia seeds is not so much for the flavor as it is for the nutrients.<br /><br />If you grind the Chia seeds to a powder (using a coffer grinder or similar) this will release the nutrients and give you more benefit from them.<br /><br />Studies have shown adding Chia seeds to your daily diet can help fight cancer, boost your immune system, and flush toxins from your body.<br /><br />For those who want to (or need to) eat a grain-free diet, Chia seeds are not considered to be a true ""cereal"" grain, and therefore is an acceptable ""grain"" or seed to eat if you're on a Paleo or similar diet.<br /><br />Chia seeds are high in protein (it's a complete protein), omega 3 fatty acids, calcium, boron (for bone health), fiber, potassium, and antioxidants."
518936,B0006G9BIA,AH90CD6OYUA1Y,Chenoa_Cx3,0,2,2,1347062400,Not so great but alright for a one time thing.,"I'm going to be honest here. These aren't anything fantastic and are overpriced as far as I'm concerned.<br />I couldn't wait to get them but when I did cooking them was the best part.<br />They're very hard to cook perfectly, if you leave them in for a 5 seconds too long they become hard and chewy to the point they're inedible.<br />The taste is just ""okay"" but after two or three chips they lose their charm and you find yourself not wanting anymore.<br />Beware cooking any amount of these will stink up the entire house. We couldn't get the smell out for 3 whole days and the smell is not pleasant. It's a lot like burnt rubber.<br /><br />If you're just looking for a fun party snack with an asian theme than go ahead and get them but don't be surprised when people complain about the smell or ask what they're supposed to taste like as they definitely don't taste like shrimp and at $8 a bag they are not cheap."
95292,B00401OZ1U,A3CRY7WNMEMFFO,Mommyof3,0,0,5,1342483200,Refreshingly Delicious!,"I love both the Lemonmint and Peppermint flavored water!  I was first introduced to this product at a Whole Foods market and loved it, but since I live 2 hours from the closest Whole Foods, I was delighted when I found it on Amazon.  This water is served best very cold and the flavor is cool and refreshing.  The lemon is not overpowering at all.  I also like it because the mint/lemon flavors seem to decrease my appetite as well, which is nice since I'm currently trying to shed a few extra pounds!!  Definitely a 5-star product and I will be buying more!!"
507644,B000HGA782,A8I23ZC5LE5RZ,TreeburnerCT,0,0,5,1349568000,Really good,"Used to buy these all the time at the small general store near my old home in Vermont.  Upon moving back to Connecticut, I could never find these!  Finally thought to look on Amazon, and not only are they just like I remembered, they're WAY cheaper buying in bulk!<br /><br />Actually, not just like I remembered - these are way more moist and tasty than when I used to buy them.  I assume the ones in the store were probably old and stale which is why they were more like leather in their consistency, while these are like thick fruit rollups.<br /><br />Will definitely be buying these again!"
480789,B004IM77YI,A245K0GHRR6VGI,Guest,0,0,1,1343779200,It is not a real cake ....,"I wanted to send a real cake to my other half, I was so excited but it was just bunch of few flowers. :("
313250,B001P9GC7U,A18E0SF07S8N52,DGM,2,2,5,1345507200,Very good product!,"I have started to add turmeric root powder to my diet for its anti-inflammatory properties. I wanted to increase the quantity and needed to find a bulk supplier. The Indus Organic Turmeric powder has exceeded my expectations. It is more aromatic than what I had been using and it feels like it is more effective, but that may be my imagination.<br /><br />Suggested uses:<br />- Added to my vegetarian, organic protein drink, it actually improves the flavor! It tasted good before adding the turmeric, I did not expect the flavor to improve. I add one teaspoon of turmeric powder to my protein drink that uses a fruit juice base. I use a Whole Foods organic fruit juice blend of pineapple, orange and banana. The protein powders are from Vibrant Health: Pure Green Protein (vanilla flavor), Green Vibrance and Rainbow Vibrance.<br /><br />- Added to soups. I have tried this with various lentil soups and a chunky tomato soup. All very successful improvements in flavor, in addition to getting the health benefits. The brand of soup I prefer is Amy's.<br /><br />The product is packaged well and arrived when promised. I will be a regular customer!"
242105,B005Q8IXXM,A2X3L31KCXBHCL,"Working Mom ""Working Mom""",0,0,4,1329955200,Tastes Like Hot Chocolate but cold,"For those of you who are wondering:<br /><br />INGREDIENTS: WATER; SUGAR; COCOA; MILK; PROTEIN ISOLATE; CONTAINS 2% OR LESS OF: CANOLA OIL; MALTODEXTRIN; RICE STARCH; CELLULISE GEL; DIPOTASSIUM PHOSPHATE; SALT; NATURAL AND ARTIFICIAL FLAVOR; MAGNESIUM PHOSPHATE; CARBOXYMETHYLCELLULOSE; TRICALCIUM PHOSPHATE; CARRAGEENAN; DEXTROSE; VITAMIN E ACETATE; VITAMIN A PALMITATE; VITAMIN D<br /><br />Each serving is 11oz and has 11 grams of protein, 200 calories, total fat 4.5g, colest 5mg, sodium 320mg, carb 35g, and RDAs: 10% vit A, 20% calcuim, 10% vit D, 15% potassium, 6% iron, 10% vit E, and 25% magnesium.<br /><br />Unsure why amazon doesn't require vendor to list this in the product description.<br /><br />Taste-wise, imagine making a cup of hot cocoa and putting in the fridge. It tastes like that except it's thick and has a slightly bitter aftertaste. Probably will be easy to get used to the aftertaste.<br /><br />The package design is good with a large enough hole to allow the product to flow out smoothly.<br /><br />After a workout, I really don't want to slup down 200 calories in a single gulp, so I'm dividing these into 2 portions as 100 calories is a better portion. Even though I lift weights and a recovery beverage is good, I have a difficult time drinking it directly after working out as recommended because it is so thick. I do better with water.<br /><br />This stuff would probably be optimal for large guys who need a lot of calories and don't mind a thick drink after a work out."
487136,B000PDWBKO,A3PTUR1DN3D7Z8,craftldy...,0,0,5,1285545600,Best I ever had,"This was really good popcorn, it was just like at the movies.I will buy it again and again..it has just enough butter and salt.. I will have some tonight.."
157075,B002TMV3GC,A2Q2A6JKY95RTP,"Raul G,",0,0,2,1283904000,Intense Flavored Coffee,"I've tried various flavored coffees from different companies and the 'Melitta Cafe Collection Hazelnut Creme Brulee' has to be one of my least favorites.<br /><br />My primary problem with this coffee is that the flavoring is so pronounced that it drowns out the coffee taste and completely overwhelms with Hazelnut and Creme Brulee. In my opinion the flavoring should be subtle and compliment the coffee. Not the case with this coffee at all. The aroma when brewing this coffee is superb but one taste and I was immediately not a fan.<br /><br />Also, this coffee comes packed in the bag equivalent of a plastic clamshell container. In other words the package impossible to open without scissors which defeats the purpose of the resealable bag."
144079,B0019NAB74,A36737X1HKU0FQ,"Clear Blue ""clearblue""",1,1,5,1223164800,Kraft Velveeta Shells and Cheese,"This is a very good product with just the right amount of macaroni and cheese. The cheese is creamy and blends easily. My family, grandchildren, and I love this great product. However,I can get it at my local Walmart for less."
269112,B005MGDPAE,AJ6ITZPJ1K02G,Robert,2,6,5,1317427200,Very good salt.,"I've been sick since I got this salt, but I can still taste it. Very unique and strong, this pound of salt will last a LONG time!"
471722,B000ER1CVK,A34O4XFM5CHEPI,"Amy ""Amy""",0,0,4,1281916800,Great!,Great tasty snack. My only complaint is they are very messy/crumbly. Not a good on-the-go snack.
480390,B001EO7IBU,A21C4UII3I2ZPY,fwilli,1,1,5,1305590400,GREAT PRODUCT,we used this product twice on lightly toasted french bread with eggs (any style) on the side and some hot sauce and it makes a wonderful meal. will be buying more and trying different things with it. lots of flavor in that small jar.
479798,B0015WUQ24,A1BIYW8JWHFHO8,"Donna Marie ""BellaDaisy22""",1,1,5,1214092800,Works great!,I use this on my flower gardens about every 10 days... is it amazing how well this product works. My flowers are HUGE... all the neighbors walking by comment on how full the blooms are.<br /><br />Also - the yellow nozzle has 3 settings and works great - I use it every day all summer to water my gardens and just screw in the feeder bottle every 10 - 14 days.
558133,B007JT7AIA,A1SD1C8XK3Z3V1,"William V. Hayes ""guitfiddleblue""",0,0,5,1344816000,dandruff cleared up!,"Quick product review...<br /><br />1. Has a nice smell<br />2. Doesn't feel weird on your scalp<br />3. Doesn't leave any oily residue<br />4. Price is okay (we're not at Walmart people)<br />5. Most importantly, it cleared up my dandruff<br /><br />five stars... good product... enjoy..."
120300,B005K4Q37A,A1LR5HPNQLH4RI,Jim Viviano,1,1,1,1329264000,very weak!,"don't bother! bet you couldn't tell the difference between this and hot water if your eyes were closed. well, maybe the water would have a taste!"
423943,B009KPU718,A3JLECMNWC4LDY,Lorinzo,0,1,1,1327449600,I can't decide if the outhouse or my cozy toilet is the better place for this product.,"After trying this for myself, I suspected that those high ratings were only illusions. My husband told me that company's consider these reviews as just another form of advertising and pay people to lie about a product's quality. I really can't imagine anyone thinking this product is drinkable, let alone, pleasurable. If you want a couple recommendations on decent tasting t-discs for your Tassimo machine, the Jacobs Latte Macchiato isn't bad if you add sugar. This morning though, I drank it after I tried the Voluptuoso and my mouth has a metallic taste to it. Not sure which one is responsible. Another thing, the milk in the disc tastes sour, but when you add sugar, there is a decent flavor there. For the 2nd decent beverage, you can take the Kenco Crema with some Coffee Mate's Spiced Pumpkin and Vanilla Spiced Chai (a liberal amount) creamers, with enough sugar, and have a nice smooth cappaccino. I've tried about nine flavors now, and the coffee, cremas, most lattes and cappaccinos, have the same inferior quality in looks and taste, as a cheap instant coffee, as well as, having your mouth taste like you just drank the contents of an ashtray. Kenco Crema is the only one that did not taste like nicotene. These are the coffees I've tried: Gevailia Cappaccino, Maxwell House - House Blend, Hag Crema Decaf, Jacobs Kronung, Carte Noire Voluptuoso Classic, Kenco Crema and Jacob's Macchiato. After finding one inferior brew after another, I've given up looking for a good cup of black coffee and/or cappaccino, for the Tassimo. Don't do what I did, which was believe all the positive reviews and downplay the critical reviews. My curiousity has been appeased after spending $34 in Tassimo beverages. Thankfully, 2 packages were free. Now I can either spend more money in S&H to return them, or drink all 56 cigarettes...coffee I mean. Oh by the way, for a tasty hot chocolate beverage, try Celestial Seasonings ""Tuscanny"" 1 bag made strong, followed by 2 pkgs Carnation Instant Hot Chocolate, with mini marshmellows, and hot water in a tall to-go insulated mug. Amazon sells both, but you can get the chocolate mix on sale for about $1.50 in a grocer."
298352,B004E4ADKU,AQMNL7ZFOTTO7,S. Post,1,3,1,1321142400,No Taste,"My girlfriend and I are regular drinkers of flavor-pack enhanced water (read:  hate plain water).  I saw ads for this on TV and figured I'd give it a try.  I have to say we both hate the taste and it by far does not add nearly enough flavor to water no matter how much you put it.  I would not recommend[ this product at any price, go with the classic powder flavor packs;  [ASIN:B001EQ4HEE Crystal Light On The Go Fruit Punch Drink Mix, 10-Count Boxes (Pack of 6)]]"
90341,B000N4TR9S,A3CGJ4YOJ5WT0Q,Margaretti,0,0,4,1341100800,Man Aprroved,"Comes in a box.<br /><br />Was not sure what happened to the card listed in the item description.<br /><br />Got this for Father's Day, he really loved the pretzels and his girlfriend loved the coffee. Turned out to be a good gift for his family."
328598,B000LKX4FW,A2VMT870VJMA3W,Kathy,0,0,5,1296777600,Ginger chews boxes,Ginger chews are great and they really help with motion sickness and mild indigestion.  There are not side effects so you can take them whenever you need them without begin worried about drowsiness.<br /><br />This product is great!
124537,B000UZLQG2,A3RM5UJUL5MWMT,Harleyman2,1,1,5,1307664000,"Finally, real theatre butter flavor","I have finally found the pot of gold when it comes to real theatre butter flavor. After purchasing a couple of different brands and finding only disappointment, we tried wabash valley farms buttery topping and I believe this is the ultimate. Not knowing exactly what size container this was I ordered two of them only to find out in reading other reviews that it was a gallon bottle. I sent an email to wabash valley farms and an attentive employee was able to catch my order and change to only one gallon. We are going thru this stuff like piranhas and may have been better to keep both gallons. Try this product .... It's the best!!!"
451469,B000BF54O6,AGZNTQU1XXK72,Rose,0,0,5,1347494400,Great meat substitute for cooking,"I have to admit I was nervous to try a canned product but I was very pleased. The appearance is not great coming out of the can but when you mold it or mix it in with other foods it's just like ground beef. The taste is very subtle, almost nothing, which I think is a great benefit because it will absorb the flavor of whatever you cook with it. In general I'm very happy with this product and I'm glad to have found it on Amazon because I have never seen it in a store!"
6860,B001LG945O,ADQM4H3YPICFF,Shyam Sundar,0,1,3,1250467200,Nothing great about this,"In fact, I did not like the artificial taste in this orange drink. The degree of carbonation is alright and it does have an ""orangey"" taste to it. But I cannot ignore the artificial taste that accompanies this beverage. For now, I would stick with plain orange juice or other orange sodas like ""Crush""."
142664,B001FA1KJO,A95O3GG9L3S05,"Pat G ""Grey Mom""",10,11,5,1206316800,Good Coffee,These coffee bags are so convenient and taste really good.Plus they are available in both regular and decaffeinated.
321843,B001KUSLGY,A2X6M67YTW2QPY,MadnessAndCivilization,2,2,5,1295740800,Great Alternative to Mass-Market Sodas,"Really enjoy this soda...it took me a while to ween myself off full-sugar sodas, but once I did, it was pretty easy to transition from name brand diet sodas to Zevia. The taste took a little getting use to, and it tastes far better chilled, but I'd take it any day over diet or regular brand name sodas."
556815,B000H0ZJHW,A1Y1ZEAVQPTCR7,Dennis Harris,0,0,3,1305763200,"Don't hold Dog's attention, Gas","I bought the chicken flavored treats for my dog. She'd eat them if I handed them to her, but they definitely weren't good enough for her to come running to me on a recall. That makes them kind of useless as training treats, which they're perfectly sized for.<br /><br />She also got serious gas from these treats.. which suggests they're probably lower quality food. Maybe your dog will like them, but if he/she's picky, don't bother.<br /><br />I just buy franks at the store and cut them up small. It's cheaper by far, and I can eat them as well. I usually microwave them long enough on high so they dry up, then they make perfect treats that don't make your hands sticky, but my dog likes them fresh a little better. Just a heads up."
537336,B0034EFIYC,AYU4VIH67NYX6,"Lynx 96 ""AF""",0,0,5,1283472000,Soooo good!,"I'm currently doing a self experiment where I have cut out all dairy and all gluten for a month.  I didn't realize that in doing this, I'd have to be making almost every single meal I ate from scratch.<br /><br />I knew about Larabars, but I wanted something with more crunch for snacks that I could throw in my bag.  I stumbled upon these at a local store, bought one of each flavor, and just fell in love.  The Almond Coconut is my favorite.  It really tastes like a candy bar!  It's so nice to have something so healthy in my bag so that I can avoid temptation when temptation strikes!  Thanks KIND!!!<br /><br />Oh, and I ordered these on a Wednesday morning, and they were delivered on that Friday afternoon!  Thanks Amazon!"
47841,B004SRH2B6,AJQS35BZ2GMU4,L. Knight,1,1,5,1310601600,My favorite coconut water in a great container!,"I've tried several different coconut waters and the ZICO tastes the best to me. Use this in my smoothies daily. I was getting this product in the smaller tetra pak, but after opening the package you couldn't shake it up without spilling it. This works much better and I've taken as long as a week to use the 33.8 size with no degradation in taste."
534167,B001EO77FC,A2LKOJDXLW4219,Liza,7,7,5,1294704000,Helped our dog's skin issues,"I subscribe to the 12.5 lb bag of Advanced Dog Formula for Active or Senior Dogs - it's a great value. We have a small border collie mix and she absolutely loves this food. I feed it to her in a <a href=""http://www.amazon.com/gp/product/B0006G54OU"">Buster Food Cube Large Size (Colors May Vary)</a> and she can't wait for mealtime every day!<br /><br />We got her from the shelter where she was on Science Diet. She had a ton of skin issues (formerly had fleas, patches of bare skin, itchy dry skin, and dandruff flakes). Since we changed over to Newman's, the skin problems have almost gone away. It's been about 2 months and she has her fur growing back in the problem areas, she has less dandruff and I've noticed a lot less scratching from her in general. Our dog trainer said it was most likely due to the change in diet.<br /><br />Her BMs are solid and very regular. They are also not particularly smelly. I have never smelled any gas from her since putting her on the food. These are all signs that she is on a great diet!<br /><br />Also, I love the subscribe feature because I don't have to lug heavy bags of dog food from my car to my 3rd floor apartment!"
25018,B0078Y6OX8,AWWQ4SBK1VKQ9,"Stacie Jordan ""Texas SJ""",3,4,4,1270944000,I Like It!,"This is a light to medium roast, wish it was slightly stronger, but the flavor is good and I am having it every morning using 2 6 oz. k-cups pumps to make it as strong as possible."
544038,B004W8LT10,A1GBZCFLWMBBJ7,Gene,1,1,5,1340150400,Great Popcorn Seasoning,I was looking for the secret to Movie popcorn and I found it with Flavacol. Along with coconut oil it's even better than movie popcorn because you can make it at home.
475590,B003M63CCW,A13BP6UB3DFRD2,Tina,1,1,5,1235779200,Great food - fabulous price,This is the only dog food we trust to feed with.  It is somewhat difficult to find so when I found it on Amazon with such a great shipping rate it was a no-brainer.
532716,B000KRS5AA,A5YFTZ54IKM3Z,Evan M. Bovie,0,1,5,1324080000,Best Cajun I've found,"I love this seasoning! It tastes delicious on just about everything. I recommend not adding salt to anything you are seasoning, because this already has quite a bit of it. Try the <a href=""http://www.amazon.com/gp/product/B000KRUEO0"">Slap Ya Mama Cajun Seasoning White Pepper Blend</a> too."
24488,B004PEGIJY,A3D1376TITYJXI,Gaygeek,2,2,5,1307404800,My new favorite flavor,"I've been a Zevia fan since it came on the market. The grape is the best flavor... it tastes like regular grape soda, not at all diet-like."
408781,B002AQP30Y,A55PCTJ6NINET,"David K. Watson ""DKW""",1,1,3,1308787200,A disappointment,"I've liked Chex mix since the day you had to make it yourself. Chex Mix Sour Cream & Onion Snack is surprisingly bland. It does not much flavor, onion, sour creme, or anything else recognizable. I try to may spice up the remaining bags by shaking some onion powder into them. The Traditional, Bold, Barbecue, and Cheddar varieties all have more pronounced and identifiable flavors."
338291,B002T0GXNC,A3SVNVNMCJW1FN,Barbara,0,0,5,1347062400,Amazing!,"It came a day early and tasted just like the brand stuff! Now I can make it exactly how I like it, even if that means a little watered down!"
269344,B003WJE5R0,A1JKSY2BDRV78O,MUDSLINGER,3,3,3,1300492800,SAD TO SAY-DEFINITELY NOT THE SAME!,"I ate my share of Bonomo Turkish Taffy when I was growing up.  They were all good, but vanilla was my favorite.  This new version is good, but the taste is not the same.  It has the taste of everyday vanilla salt water taffy.  I was naturally disappointed when I tried it.  Either the company has changed the recipe, or they use different brand ingredients.  If you hadn't eaten the original, you would be content with this one.  I wish the company would work on this some more and get it right, then everyone would like it!"
59636,B000W5SLB8,A1NDSM7Y7U2PWV,Rhian,2,5,3,1283558400,My dog won't eat it,"My dog has severe allergies to just about everything it seems, so I was advised by my vet to switch to some rarer foods, like venison and fish. The feed store didn't have anything pure venison, so I got this instead. I have no idea how my dog would have reacted to this food, if he would still be allergic or not because he flat-out refused to eat it. He went a day and a half without eating anything, and getting worried, I put back down the food I knew he was allergic to. He gobbled it up the second the bowl touched the floor, so I know he was hungry, just not wanting to eat this food. I know the old food didn't have anything to do with it either, because after that fiasco, I special ordered California's Best new venison formula food, and my dog loved it. He just doesn't like bison apparently, which is odd because the food he was on was the red meat formula of EVO. I would think going from beef to bison wouldn't be that big a change, but it was to my dog's nose. So I'm giving it three out of five stars; this might be a good food health-wise, but smell-wise, it turned my dog off to the point he was willing to starve himself rather than eat it, and he's a food motivated dog. He never turns his nose up to anything. Oh, and if it matters to anyone, my dog is a 65 pound boxer/catahoula mix."
271563,B0077CVRVU,A32CIXDQFVUFBL,Richard Lowe,0,0,5,1344470400,For the guys downrange,"I ordered this product for some guys who are down range in Afghanistan. This was exactly what they wanted, and were ecstatic to get it!"
78871,B000HK9IKG,A1SMKCO6F0LX8P,"Vicky Loebel ""Author: Keys to the Coven""",24,24,5,1209600000,Mocha-friendly,"I hate artificial sweeteners, and I'm not absolutely crazy about Stevia, which has a very strong, sweet taste (different from sugar) but I really wanted to break my mocha habit and cut back on sweets. Two drops of this in skim milk and coffee makes an excellent substitute for my old heaping teaspoon of sweetened cocoa.<br /><br />I'd like to carry this in my purse to change those impulse Starbucks Mochas into Skinny Lattes, but the bottle says to refrigerate ""for freshness"" after opening, so I'm not sure how perishable it is."
358610,B003CIBPN8,A32PE2127NFGBQ,AJ Villanueva,1,1,5,1222732800,Love it!,I first tried it here in our bikram studio.  They are pricey in that place.  But Sprouts sell it for much cheaper.  I love it.  It does rehydrate the body quickly after a sweaty session of yoga.
250851,B004SVLMBI,A2QU1NRKGLJW6B,Wizzilliam,0,0,3,1313884800,Bacon fix,"Not bad.... If you're looking for a smokey mapley fix this will work. Good novelty. I've had better, but there good enough."
76865,B00002N8SM,A11DU8T1ZXPRT7,Zoggdogg,0,0,1,1319241600,Didn't work,The only thing this item trapped was a few fruit flies.  It didn't work at all as a fly trap.  I wouldn't recommend it.
101742,B004FHHS9K,A6LAMY7Z10BBJ,Amazon Shopper,0,0,5,1324512000,Love it!,"Since I haven't been able to find a recipe I like, tried Johnny'a and it is awesome!  A little pricey but worth it"
428637,B001INCUQ0,A2LU5XZ4Q9UL3R,M. Lawson,2,2,5,1258502400,My labs love these treats.,My labs just love these chews. I'm going to keep a large stash of these from now on!
204444,B000ZGW6ZG,A290DNIZ06BLUO,"Adoptive Mom ""Blessed""",0,0,4,1287532800,"Good but not as ""apricot-y"" as I would have liked.","I have had the cinnamon raisin (my favorite so far), coconut and apricot. The apricot are good but you don't get as much of the apricot flavor as I would have liked. All in all though...a good product. I eat half of one with my coffee in the morning...I am full until lunch!"
556292,B004EDZ87Y,AV0SKM1SJ40IB,kimmer65,0,0,5,1326326400,A great plain tea,I have been looking for just a pain black tea with no flavors.  I finally found it.  I think it is my favorite tea. Not crazy about the flavored teas.  I use it for both iced tea and hot tea.
154904,B0044CLF2W,A1JMZTNLCMCHN1,HighPrime,0,0,5,1303430400,Tastes just as good as the original.,"I've been enjoying 'Frosted Flakes with Less Sugar' for almost a year now and haven't given the original a second thought.  This cereal tastes just as good as the original, if not better. Seriously.  Same texture and quality as the original, but you get the benefits of reduced sugar and added fiber.  You won't be disappointed; I know I wasn't :-)"
515312,B0007IQQUS,A2GY1YX6TQVJ0Q,"Safety Czar ""practical one""",0,0,5,1341273600,meets my son in law's approval,"I keep this strength on hand for my coffee connoisseur son-in-law.  He voices his approval , stating that it is strong, flavorful and not bitter.  I have used it for iced coffee, and it has been excellent for that because I use a lot of milk, yet like to get the coffee flavor."
353579,B005A1LINC,AWNBZSEZ9P8BE,Brian Connors,0,0,3,1319587200,A refreshing novelty and not much more,"I don't know. Maybe I'm not meant to be a mojito person, or maybe I've just never had a good one, but when you combine two or more flavors, you really expect them to compliment each other in some way. Mint and lime don't seem to do this, so essentially what you've got here is two clashing flavors creating something less than the sum of its parts.<br /><br />If you do like this combination and you don't mind fake sugar, this isn't bad. I didn't get a chance to try this with a shot of rum added (I imagine someone did though), so I don't know how it is used as a drink mixer, but as a soft drink/water flavor, it was meh at best. Either that, or it just doesn't appeal to my taste buds and the three star rating is being unfair. But it is what it is."
382240,B0034ZTZNG,A35L0G69XO1CHA,tiredmom,1,1,5,1336089600,honey,My husband has been using honey for cholesteral reasons and he is very happy with this product and we will be ordering more when it is time. He said it is excellent.
107643,B00355HJ5G,A2IK3IEBN33XOC,steven a rubis,0,0,5,1350259200,My Toddler Loves These!,"My toddler loves the Gerber brand yogurt. He typically wants to eat on or two everyday, and if he goes a day without it, he is sure to ask for some a day or two later. I find that buying through Amazon is better, too. Sometimes, I have been unlucky enough to purchase expired Gerber yogurts at my local safeway. Subscribe and save would be the way to go on this if it is offered!"
171490,B000FK63M4,A23X9QV9XPU9MG,BekahKnits,0,0,5,1245888000,Great for Storage,"Not only does this brand of pasta have great texture and the added bonus of bran since it's made with Brown Rice, but it has a 3yr shelf-life. Great idea for food storage, and a nice surprise since so many gluten-free products don't last longer than 6 months."
500108,B001HYD85W,A1FZZKQZB4HIRS,C. Jackson,0,0,5,1317513600,My Dogs Love This Product!,"I have 3 adult German Shepherds, who were having some tummy problems about a year ago on the food that they were currently eating.  It was also Lamb and Rice, from another manufacturer.  My vet suggested we try Natural Balance because many of the other dog food manufacturers were upping the amount of grain in their mixtures to cut down on price and Natural Balance was grain free.  We've been on it for a year and the constant diarrhea is gone.  My dogs love it!  Sometimes for a treat I mix some of the bison and sweet potato in, they love that too.  Even better is that we can buy it from Amazon for less than Petco even if we pay tax and shipping.  Great deal."
261173,B001M0507K,A2RWAUQPNQJHDK,K. McReynolds,0,0,5,1306540800,"Good Coffee, easy to make...","For those of us who don't wish to pay $5.00 for a cup of cofee at a coffee bar, and only want a good cup of coffee.  The filter packs make it fast easy and convienent."
265003,B005CIMZAS,A3LN27742T0L76,Fran,1,7,1,1279411200,Strong and bitter,"Does not mix well at all, lots of nasty sediment at bottom of cup. Bitter and burnt tasting as with most starbucks coffees. Not buying ever again."
190073,B0000DGG1U,A1X2H3DJK68B7L,G. Dixon,0,0,5,1307577600,Nice Tree,Arrived in two days after ordered. This tree was much nicer than I expected. It was very healthy and full. I highly recommend this item.
38878,B000AYDGZ2,AY12DBB0U420B,Gary Peterson,0,0,4,1316822400,He Likes The Bars.,"My wife picked up a pack of Kellog's Special K Bars (blueberry variety). I'm not sure why because both of us tend to avoid such products. I guess maybe they're for the baby, because he's the one who's getting them. He likes them, of course. After he's done with his main meal, he often says ""bar'"" as if asking for a little desert treat and I know exactly what he means. He wants one of the Special K Bars. Well, OK, but I' somewhat against giving him this kind of ""candy"" food. One thing is certain, he likes the bars and one bar will calm him down.<br /><br />Gary Peterson"
